Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Exam_Score
14,83,7,84,66
20,87,6,75,68
15,100,10,74,67
23,64,8,94,66
9,87,6,82,65
18,71,8,62,66
22,86,7,56,69
21,84,7,97,67
36,66,8,58,69
22,68,4,87,66
14,85,4,75,64
19,65,9,57,61
9,71,7,89,61
20,93,6,95,70
15,73,5,56,65
25,80,7,53,67
17,98,7,92,69
19,69,9,75,63
16,76,8,84,66
30,84,7,72,73
18,90,8,71,68
31,96,9,65,74
25,97,8,78,70
23,91,8,58,68
22,69,7,86,67
22,61,6,77,65
8,75,5,92,66
18,66,5,96,64
25,88,8,95,72
20,86,8,80,70
12,62,9,66,60
20,93,8,68,68
30,70,9,83,71
27,77,7,86,68
20,87,8,58,67
26,77,5,100,70
18,78,7,55,65
10,63,4,80,60
14,76,7,77,65
29,91,9,80,70
18,97,7,77,69
19,77,8,53,64
18,77,7,100,67
31,88,6,99,73
30,98,7,76,74
33,71,9,60,67
19,78,8,59,66
22,92,6,53,69
11,84,5,81,64
29,64,7,74,69
13,85,6,71,66
21,67,7,76,65
13,80,5,94,67
16,81,9,54,67
15,95,7,77,68
16,78,7,85,65
17,71,6,99,66
17,69,7,87,65
25,95,7,77,71
13,67,6,88,63
21,77,7,100,70
27,67,9,94,70
17,91,4,54,67
16,79,7,79,68
19,74,6,89,63
27,74,9,84,70
21,94,7,71,69
17,82,5,66,66
23,89,7,81,70
13,96,8,71,68
24,96,10,70,70
22,73,4,92,67
18,98,5,66,69
15,61,9,82,64
15,75,5,94,62
23,96,7,81,71
27,71,6,75,69
16,71,6,52,62
23,72,7,84,66
7,84,7,100,64
16,78,9,90,66
20,89,9,82,72
15,96,8,73,71
14,87,7,61,65
16,68,7,85,65
22,97,8,59,70
19,71,9,94,68
7,66,8,68,57
7,64,9,70,59
16,83,6,61,64
23,65,9,74,67
4,66,8,84,60
17,72,6,65,67
17,71,7,85,65
28,84,7,81,71
18,93,7,69,67
22,90,7,66,69
21,70,5,93,68
7,70,6,51,59
25,99,7,86,75
21,60,6,71,59
23,95,6,86,71
44,68,9,75,71
7,98,7,54,66
30,74,10,99,69
18,78,7,54,65
22,88,9,58,68
20,84,7,71,68
17,73,6,97,67
17,82,7,65,68
22,89,9,78,68
11,62,7,76,88
25,60,8,67,66
18,78,7,85,67
13,65,7,75,63
17,87,7,79,68
28,69,6,61,65
17,77,7,96,67
22,68,8,56,67
16,82,7,85,67
25,65,7,94,64
24,61,8,54,61
31,62,7,51,65
19,98,7,67,70
24,66,8,89,67
21,88,7,86,68
28,63,7,91,65
16,64,8,70,63
24,80,7,100,72
19,79,7,68,68
20,98,7,90,73
21,98,7,68,71
22,91,5,61,70
19,84,7,67,68
21,78,10,60,68
29,74,6,56,68
26,98,6,68,71
25,84,10,57,70
17,83,6,75,67
15,69,9,52,61
26,62,7,72,64
25,98,7,98,72
29,73,7,68,67
16,78,8,57,65
19,65,5,65,64
10,93,7,90,66
18,61,6,66,62
26,93,4,69,70
17,66,9,89,64
24,95,4,63,70
19,89,10,74,66
22,67,8,53,62
13,83,5,59,63
21,73,9,60,66
2,67,6,73,58
19,94,6,91,70
10,76,4,68,63
27,76,6,69,70
25,67,6,65,65
23,75,8,66,67
29,95,9,70,73
14,75,5,95,82
30,98,7,51,71
26,98,4,81,73
19,66,7,94,65
27,67,10,71,67
13,95,4,83,67
15,76,5,79,69
16,60,8,67,61
17,71,8,57,64
14,84,6,61,64
27,92,9,53,68
18,65,6,88,62
22,64,10,77,66
17,97,8,89,70
9,90,9,65,67
22,84,8,90,70
9,91,8,65,65
20,77,8,56,65
12,90,9,77,70
32,75,7,97,72
25,70,6,71,65
21,89,7,76,71
28,77,6,73,71
15,99,6,73,72
23,74,9,61,64
21,97,8,71,72
22,97,8,75,71
28,70,9,87,66
24,92,8,57,71
22,77,10,79,67
10,97,4,83,69
14,78,6,69,67
19,90,6,77,71
21,79,5,86,66
13,69,7,73,62
34,68,7,67,67
29,77,10,91,70
24,90,8,99,72
20,84,6,61,69
19,88,8,94,70
14,71,4,77,64
20,79,7,72,65
22,62,7,95,66
13,93,6,96,68
22,100,7,64,72
19,76,6,68,65
9,60,6,93,60
15,67,8,75,63
18,86,9,64,66
31,84,8,98,73
23,92,6,61,71
12,70,6,81,59
23,91,6,71,70
11,88,7,73,63
26,73,6,55,67
17,82,9,63,65
19,66,7,58,64
28,78,8,87,71
12,95,5,85,70
12,77,6,90,63
16,94,8,85,68
26,84,8,56,67
11,68,5,99,66
3,83,7,59,63
17,80,7,68,65
23,76,6,85,66
27,65,8,57,65
17,77,5,59,65
18,63,6,94,63
27,64,8,67,65
9,77,7,83,62
18,72,7,93,66
21,97,7,99,71
23,75,8,61,64
17,90,8,56,67
20,81,8,87,68
5,88,7,59,63
16,70,6,79,64
23,98,6,77,74
14,81,5,78,68
20,93,6,82,68
23,75,6,93,69
18,64,9,64,61
21,87,5,78,69
14,60,9,67,61
19,79,7,66,67
24,68,7,51,63
21,85,8,80,68
16,99,5,99,68
21,79,6,88,67
24,93,5,62,69
8,80,6,86,64
27,80,6,65,67
18,97,9,88,70
23,96,6,93,72
27,91,4,67,71
12,72,6,50,62
16,82,8,65,67
18,69,9,60,64
15,78,7,81,64
30,79,6,65,70
15,93,7,52,68
17,96,8,77,70
21,77,5,94,65
13,61,7,73,59
18,94,7,69,69
22,67,7,59,67
18,85,7,69,68
19,61,6,67,62
17,76,8,100,65
11,99,7,52,69
22,64,7,62,65
31,77,5,53,68
20,72,8,93,68
21,96,6,71,71
24,95,9,90,71
12,70,5,85,66
30,63,8,96,71
21,85,4,51,66
30,73,4,60,66
16,87,6,85,69
31,61,4,79,65
25,65,8,85,66
23,87,7,79,67
21,68,9,79,66
19,94,7,97,69
27,62,7,96,66
21,69,7,52,64
8,100,6,71,70
13,77,6,76,62
19,88,5,68,67
22,67,8,52,60
20,84,7,74,66
27,89,7,99,72
8,73,10,54,63
21,93,6,91,69
9,84,7,60,66
25,76,7,79,69
19,82,9,69,68
23,83,7,67,66
15,67,7,94,63
28,76,10,99,70
26,74,6,69,68
24,76,7,82,68
19,90,8,78,67
23,79,6,54,67
16,98,8,52,69
25,72,6,89,68
30,77,9,70,67
26,91,8,65,70
16,82,7,99,70
22,82,5,54,66
12,62,6,63,61
23,76,7,93,68
23,71,8,71,64
9,100,7,79,66
13,72,8,52,65
18,95,8,96,73
18,87,8,57,66
13,74,7,61,65
22,82,7,58,68
22,94,7,75,69
19,95,6,91,72
15,66,9,63,63
26,74,8,57,65
30,73,9,70,69
17,62,6,99,62
16,84,8,51,66
23,94,9,75,69
18,75,9,83,67
19,90,5,90,94
24,85,7,87,71
9,75,7,54,61
28,66,9,73,68
20,88,4,54,66
18,94,5,81,71
19,87,9,54,66
20,61,6,52,60
10,69,5,65,60
29,63,9,97,66
20,83,5,85,67
23,90,9,50,67
26,64,5,64,64
14,94,5,51,66
23,82,7,65,68
18,88,6,84,70
25,99,7,88,75
7,63,10,90,86
19,96,7,95,73
16,65,9,68,61
23,94,8,86,70
16,96,4,77,71
16,80,8,98,71
19,84,8,97,68
15,88,6,95,70
25,93,10,60,70
18,65,6,60,62
3,92,5,95,67
18,79,8,70,68
14,78,5,90,68
10,77,7,84,64
13,80,9,88,68
21,98,8,51,69
28,82,7,71,70
22,98,6,93,73
16,67,9,74,66
23,89,5,85,68
17,92,8,88,68
16,87,10,56,65
13,84,8,58,66
9,83,7,86,62
18,94,7,53,67
21,93,6,67,73
19,65,6,96,65
18,94,7,79,70
14,77,8,96,68
24,70,9,65,67
12,95,4,82,66
25,77,4,64,65
14,92,9,56,66
15,71,7,100,66
11,60,7,59,60
17,80,8,59,66
26,64,7,92,68
23,90,10,90,72
26,71,8,99,68
23,78,6,54,67
13,63,6,55,62
18,71,7,72,66
15,91,6,80,69
28,66,10,52,64
13,86,7,58,63
25,97,5,85,74
25,87,8,83,72
31,92,9,54,71
18,64,9,97,64
24,70,6,63,65
34,96,5,94,75
16,89,9,96,69
11,86,5,75,65
9,87,8,71,60
24,77,6,64,69
9,62,9,90,65
18,91,5,60,67
23,87,6,81,70
21,79,8,78,66
23,96,8,62,69
21,73,9,99,69
28,72,8,92,68
14,95,8,51,70
16,92,9,71,66
15,81,5,68,65
25,65,6,94,65
25,69,5,63,65
23,86,4,100,69
27,75,8,60,69
13,93,9,62,65
30,98,8,83,76
29,92,8,58,72
24,75,7,94,67
31,92,7,55,74
10,74,10,99,66
17,67,9,94,66
16,61,6,92,66
24,75,9,70,71
14,96,9,76,66
25,70,8,73,65
28,68,8,99,69
24,99,8,52,69
22,61,5,69,63
14,91,5,98,68
15,73,8,68,64
27,61,5,70,64
25,97,5,82,73
20,66,4,95,66
17,82,6,65,67
8,71,8,97,63
14,63,8,64,61
31,62,8,91,71
12,65,6,64,61
21,63,7,54,62
26,90,8,91,74
12,79,8,73,65
21,74,6,70,64
26,77,7,71,66
20,97,4,81,72
37,96,7,63,76
10,89,6,62,67
26,95,9,74,71
19,73,6,52,65
25,75,7,82,68
23,85,6,91,68
16,85,6,86,67
21,79,8,73,64
9,76,6,78,60
24,99,10,51,70
22,93,4,96,73
24,77,8,78,69
26,89,7,66,70
21,64,7,83,64
15,74,8,79,65
16,76,7,59,62
27,61,9,70,64
29,93,7,84,72
19,74,5,65,64
20,83,7,75,67
15,63,9,63,64
27,67,6,54,61
24,96,5,69,72
32,84,8,87,70
15,98,8,61,70
18,100,6,88,71
21,75,7,83,68
24,72,7,75,68
19,94,7,99,70
15,100,8,94,73
25,85,6,78,69
24,92,8,78,71
15,91,6,64,64
28,74,9,96,68
27,83,10,95,69
21,93,6,87,70
20,88,5,56,67
23,61,8,85,66
15,73,7,63,65
20,66,8,59,66
7,69,6,88,61
25,96,7,98,71
11,61,6,55,60
29,69,7,58,66
18,72,5,61,61
19,85,7,98,68
16,81,5,85,68
18,69,6,84,65
29,67,7,75,65
5,69,8,77,60
28,80,8,65,67
22,71,8,58,65
13,98,5,89,70
14,79,9,74,64
30,62,6,63,68
14,89,6,82,69
13,73,7,60,65
27,86,6,74,71
22,71,8,60,65
14,83,8,88,65
21,91,6,66,68
14,97,7,72,66
27,70,7,88,65
26,73,8,83,71
23,79,6,70,68
22,97,6,54,70
31,96,5,96,74
20,64,6,50,62
13,65,5,87,61
23,80,6,97,70
33,64,9,65,65
14,74,8,54,62
18,66,9,62,65
22,85,6,66,68
20,98,4,73,70
14,100,7,76,68
27,75,10,86,69
34,84,6,95,73
21,94,7,73,71
15,65,5,87,63
11,88,7,56,66
22,76,7,66,67
27,68,4,56,64
23,76,5,85,66
20,63,5,95,69
16,88,5,94,72
13,70,6,66,63
25,72,8,62,67
25,65,6,64,64
11,95,9,64,68
30,80,6,54,71
23,83,7,57,67
28,83,8,61,67
12,76,9,50,64
12,68,6,52,63
19,90,8,85,72
23,65,6,81,63
31,64,10,97,67
24,88,5,70,68
19,68,8,72,64
14,72,9,53,65
27,79,5,58,68
14,78,8,85,66
30,88,6,62,73
18,85,10,89,68
30,86,4,85,72
24,89,5,87,70
19,72,5,85,66
17,73,5,85,66
18,78,8,77,66
23,72,10,84,65
20,99,9,76,71
16,93,7,60,66
19,67,7,61,63
20,60,6,70,63
7,62,8,51,58
23,70,7,94,68
14,65,7,63,61
13,81,6,53,65
10,94,5,71,67
9,89,7,91,67
12,69,7,70,62
16,76,6,63,86
32,80,6,77,71
17,92,8,79,70
21,94,8,88,71
22,96,10,90,71
21,80,9,85,70
20,88,5,50,67
13,64,7,50,60
29,83,5,99,73
31,70,4,63,67
10,77,10,64,62
14,85,9,87,67
18,70,6,79,65
14,62,9,73,61
23,60,9,56,61
16,61,4,54,60
33,60,8,85,68
27,64,6,56,65
21,70,8,72,67
26,69,10,87,67
27,99,9,96,74
17,72,7,94,64
15,65,9,93,64
20,82,4,68,67
25,94,8,96,74
21,87,8,84,69
11,72,8,94,62
15,82,6,54,66
20,89,8,52,69
20,89,8,71,68
32,87,4,91,74
12,95,7,70,68
23,95,6,94,73
29,83,8,62,70
34,77,9,52,69
18,86,6,88,68
23,93,5,81,71
23,60,7,72,64
21,100,5,92,71
19,67,7,91,65
23,79,7,66,68
5,95,8,92,67
24,69,7,67,67
21,79,7,81,67
19,65,9,60,63
32,76,7,63,68
16,67,6,72,66
18,75,7,66,67
32,75,6,56,68
15,100,5,74,72
17,100,5,76,70
19,65,9,58,62
25,89,6,59,69
21,62,7,51,61
12,61,7,52,58
17,64,7,68,63
16,99,9,57,71
20,98,7,96,70
23,68,6,60,64
23,66,6,53,63
9,70,8,70,63
26,81,8,60,71
22,83,8,53,65
28,69,7,88,68
23,90,5,78,70
27,72,8,53,68
23,97,7,73,69
28,86,7,52,70
23,77,5,68,67
19,92,6,68,69
34,93,6,91,73
25,72,8,87,68
23,74,8,95,67
12,97,7,57,67
12,67,8,77,64
22,62,9,51,63
21,78,8,91,67
16,92,8,68,70
21,91,6,53,71
30,97,6,66,74
24,81,9,64,70
13,64,6,88,59
19,84,8,56,64
15,91,10,78,67
18,64,8,90,63
18,67,7,87,66
17,60,5,97,62
12,84,7,50,65
19,95,9,68,73
17,87,7,68,70
2,99,9,52,62
32,63,8,91,68
27,96,7,84,74
18,93,7,76,96
20,73,5,70,66
13,99,6,95,69
30,72,6,63,70
31,96,8,67,73
21,95,7,98,69
26,90,9,53,71
21,83,7,89,65
12,65,6,86,62
18,81,6,95,69
21,74,6,55,65
17,92,7,99,68
19,90,6,51,65
19,96,5,67,72
20,61,9,54,67
20,92,7,53,68
14,98,7,98,68
16,92,6,86,66
12,65,5,75,62
26,63,7,55,65
7,61,4,76,60
27,85,8,66,70
28,85,6,64,68
18,99,7,81,72
4,76,8,90,63
18,73,7,72,63
20,85,5,75,67
14,93,9,83,68
17,97,5,56,69
29,92,4,91,75
24,77,8,92,67
14,85,5,77,69
10,94,9,59,65
18,80,8,75,65
19,69,7,55,63
23,67,6,88,65
17,60,6,66,58
23,89,6,66,70
32,64,6,97,66
25,70,9,71,63
20,72,6,89,62
19,82,8,82,69
18,76,9,66,66
27,87,6,56,68
16,62,8,90,62
20,65,6,88,64
20,80,7,58,65
17,73,6,62,64
12,72,6,88,65
22,63,7,99,65
20,96,5,92,70
23,88,8,84,71
17,65,5,96,65
27,63,5,64,67
15,99,7,50,68
30,87,6,66,73
10,77,8,99,64
23,88,7,94,71
23,90,5,53,70
15,91,8,75,68
23,79,7,54,68
28,77,7,89,68
7,60,10,69,59
23,97,9,96,74
5,84,7,53,62
14,68,5,87,64
30,97,5,70,76
17,97,9,63,70
13,100,6,76,69
19,95,7,74,69
32,100,5,67,74
9,70,8,82,62
14,94,9,83,70
29,93,9,54,71
31,69,6,80,68
19,64,8,86,66
13,99,7,54,67
33,72,8,83,71
30,95,7,90,74
24,60,6,92,65
15,61,9,52,60
20,79,7,85,69
19,70,6,90,65
22,88,7,70,69
29,83,6,77,70
25,63,8,63,65
14,67,7,66,57
28,76,6,75,68
22,67,10,58,67
24,92,5,69,70
29,77,8,65,68
13,64,7,62,62
20,79,5,74,67
17,64,6,92,66
11,65,5,62,60
22,70,10,83,65
35,94,7,63,75
9,97,7,57,67
20,93,10,97,71
24,73,6,82,63
21,71,9,55,67
19,82,8,82,68
12,89,4,59,65
21,100,6,94,72
15,65,8,62,61
7,62,7,90,60
27,88,7,60,72
26,93,6,78,72
20,94,6,96,70
21,87,7,65,67
26,98,10,54,71
21,80,6,78,66
25,97,6,59,72
18,99,7,86,70
28,94,5,80,71
22,72,8,67,64
21,68,5,85,66
12,82,5,62,64
22,78,5,96,67
15,95,5,67,67
16,64,9,88,64
15,70,8,63,61
14,90,8,86,99
33,64,8,52,67
28,73,7,65,72
32,75,7,55,66
13,85,9,73,68
20,66,9,72,64
12,94,5,68,69
16,78,10,99,65
14,97,5,62,66
27,79,6,90,73
18,71,7,72,63
26,66,7,67,66
24,60,10,60,65
34,81,9,82,71
11,64,8,67,58
28,76,9,91,68
27,84,8,98,69
14,71,6,61,63
26,67,8,56,66
22,91,7,66,69
19,98,6,73,69
15,64,9,65,63
16,66,7,99,65
32,98,5,89,76
20,62,6,98,67
25,99,8,69,70
15,60,9,65,60
15,95,8,70,68
26,72,8,76,68
12,98,6,87,70
18,73,7,94,68
20,86,7,73,69
21,63,7,64,62
19,70,7,66,64
22,91,6,85,71
24,81,8,78,68
24,97,5,74,72
14,77,5,60,64
18,95,6,94,73
27,78,8,89,69
25,99,8,57,70
12,98,4,68,69
22,73,8,77,64
8,95,7,73,66
20,94,6,70,69
31,68,7,86,68
14,85,5,53,65
15,63,7,74,62
25,93,5,63,75
11,67,6,54,60
16,63,6,73,63
24,76,8,59,66
16,83,7,63,67
19,94,8,75,68
24,99,5,99,72
23,78,7,84,66
22,62,8,64,63
18,90,9,69,71
22,83,5,70,67
19,78,6,58,66
23,72,8,58,66
17,80,9,57,68
19,74,7,76,66
14,90,5,84,68
20,82,5,80,68
15,95,7,99,68
13,82,8,56,66
22,70,7,99,66
21,94,5,73,70
25,82,9,61,68
17,68,6,97,65
22,85,8,73,70
23,74,4,67,66
23,94,9,61,68
15,78,6,63,64
21,89,9,99,69
22,64,8,65,65
20,76,5,99,69
7,99,7,67,66
21,92,9,62,68
33,66,6,59,70
18,71,9,71,65
16,73,8,62,65
22,86,9,85,68
22,90,7,62,67
27,90,7,92,72
12,80,10,92,70
24,92,8,64,72
24,77,7,88,71
19,65,8,93,64
22,83,6,80,69
26,98,7,68,73
25,92,9,72,70
13,83,7,89,68
25,86,6,65,71
20,97,6,67,71
20,77,7,58,66
20,73,6,70,68
19,99,5,54,70
27,95,5,66,72
19,73,9,69,66
13,79,7,63,65
18,77,7,55,66
21,66,6,76,65
27,98,6,93,72
24,76,6,67,68
15,95,7,62,68
35,68,5,64,67
22,82,9,93,68
28,61,7,76,67
19,91,7,57,69
23,83,8,85,65
25,85,8,58,70
27,62,6,53,64
26,68,8,63,66
25,63,8,58,64
18,72,7,80,66
17,85,9,74,67
22,83,8,86,68
26,84,8,76,71
19,82,9,71,67
26,71,7,76,69
29,70,7,72,67
15,65,8,52,61
15,94,7,84,68
19,85,8,98,67
22,67,6,71,64
17,67,4,71,63
28,95,8,52,72
23,90,5,95,69
20,86,6,96,66
11,76,8,91,64
12,70,8,55,61
22,99,9,95,71
7,92,4,51,63
26,72,7,72,65
19,94,7,75,71
39,90,8,92,78
34,72,9,88,73
19,77,5,90,65
19,67,7,93,66
26,64,8,74,66
30,89,6,89,74
10,71,10,53,62
9,93,6,72,66
16,100,7,52,71
23,63,5,96,67
23,79,7,98,69
26,92,4,54,72
13,92,7,77,72
6,90,9,66,65
25,74,5,67,71
15,78,5,73,64
8,84,9,56,61
21,99,9,59,69
25,73,5,79,65
19,97,10,51,69
17,71,8,80,64
19,100,9,66,69
18,87,6,92,68
12,79,9,80,63
16,85,7,85,66
23,71,7,56,65
22,71,8,63,66
21,65,6,100,67
14,65,5,72,62
19,74,7,68,66
7,91,7,94,68
21,84,6,52,68
29,64,9,77,63
11,94,10,61,66
16,84,6,68,65
22,98,7,60,72
28,87,6,52,70
17,67,10,71,63
16,79,8,89,65
8,86,8,98,65
21,61,9,81,66
32,61,7,69,68
22,65,7,88,64
20,70,9,75,66
22,77,8,68,68
20,79,6,59,64
15,66,6,90,62
25,87,6,75,67
21,84,9,98,67
20,72,9,90,65
14,61,10,71,59
28,63,6,87,66
24,76,7,73,68
17,66,6,54,63
26,75,7,76,68
17,85,8,93,68
15,82,7,93,66
15,69,9,79,63
9,74,6,69,61
23,85,8,51,68
9,94,6,66,66
13,90,4,99,69
8,82,5,86,64
19,74,7,86,68
19,75,10,88,66
18,95,6,81,68
14,62,7,79,62
13,100,8,73,68
23,87,6,72,69
17,87,6,94,70
22,62,7,70,65
15,84,6,92,68
21,79,4,92,67
28,64,6,89,64
24,71,8,52,63
18,96,8,57,67
22,82,9,66,66
19,77,9,92,67
20,63,6,94,63
18,89,6,52,69
19,88,6,66,70
21,85,7,93,70
14,80,6,62,65
14,77,7,99,64
12,84,6,74,67
10,69,8,97,61
13,98,6,71,70
21,84,6,66,68
15,72,8,68,64
23,78,8,94,68
20,92,7,67,68
8,66,8,83,63
24,72,8,73,65
25,87,10,97,69
14,73,8,58,63
23,92,10,71,69
15,65,7,56,61
21,91,9,79,69
12,63,9,70,62
9,61,7,53,58
18,96,6,92,71
19,83,6,69,69
18,74,8,75,68
13,69,5,70,61
18,85,6,74,67
22,80,9,51,68
20,100,8,91,72
21,99,4,67,71
16,85,5,86,67
27,78,10,53,68
13,80,9,76,64
23,87,6,95,73
27,64,5,70,65
23,73,5,60,67
19,63,8,55,63
17,63,10,93,63
26,68,10,62,69
11,79,5,99,68
14,91,7,62,68
18,79,6,74,69
27,73,7,73,73
22,63,5,53,66
14,82,6,77,68
18,71,6,84,65
16,85,8,87,67
16,99,6,76,70
26,64,6,91,66
12,68,8,88,64
30,79,9,60,69
25,99,10,70,71
27,91,8,57,68
17,96,7,57,68
19,73,9,86,66
11,100,9,77,70
17,64,8,80,65
23,62,5,87,63
28,94,9,64,70
13,97,8,70,67
18,64,6,80,63
19,65,6,55,64
12,61,8,92,60
24,64,4,67,62
16,68,7,83,65
19,99,6,100,69
17,87,6,74,68
15,91,6,61,66
20,91,5,61,72
19,81,9,53,68
18,92,4,88,69
16,84,7,65,65
22,73,6,59,65
30,82,10,86,70
21,81,7,65,67
26,93,4,80,73
12,99,8,71,70
21,76,5,67,66
13,91,8,74,68
11,64,8,66,61
16,91,9,94,70
27,75,7,54,66
26,62,8,52,67
21,75,7,70,69
11,84,6,59,64
19,65,9,87,65
22,97,5,68,75
21,63,7,63,63
9,97,6,68,69
15,88,8,61,68
20,73,6,65,66
23,76,6,78,66
7,90,7,93,66
19,84,9,69,68
21,87,6,66,65
25,76,6,89,70
24,80,5,51,68
23,100,6,65,70
15,69,8,73,61
9,77,7,80,61
18,72,7,58,64
26,91,10,72,71
28,91,4,78,72
24,72,10,76,66
23,63,9,79,63
22,60,7,83,62
17,77,8,69,65
19,76,6,53,66
30,100,7,53,72
14,79,10,93,68
30,70,6,84,70
18,96,7,88,70
28,80,6,96,73
12,84,6,88,67
24,64,6,85,65
16,75,5,83,65
12,98,7,63,65
21,84,7,98,70
26,74,6,77,66
15,85,4,61,65
11,96,7,60,68
19,71,7,91,66
19,80,10,63,65
23,98,7,52,71
26,67,8,71,65
20,89,6,91,70
31,85,9,71,69
21,87,6,90,71
18,74,8,91,67
10,73,8,93,64
18,87,8,79,82
18,69,10,85,66
26,77,6,63,66
23,68,9,55,65
13,60,9,77,61
21,99,7,51,72
24,77,10,73,70
29,99,7,55,71
25,66,7,55,84
25,83,7,94,72
20,68,5,82,67
22,92,8,82,72
27,91,8,70,70
12,65,7,71,62
18,96,10,65,71
15,68,6,72,62
22,85,4,79,68
27,99,10,59,74
16,95,9,63,68
6,98,8,75,64
18,74,6,69,65
25,64,8,91,66
23,68,5,91,68
23,80,7,67,67
18,92,6,73,67
12,66,7,99,63
23,86,8,91,71
15,73,5,61,63
33,74,8,64,66
23,86,7,54,67
17,79,8,84,66
16,92,7,66,70
19,66,8,77,64
19,92,6,88,71
27,63,4,92,68
21,68,5,66,64
16,86,6,62,66
31,94,5,92,72
20,70,9,69,66
25,73,7,91,70
16,81,8,57,66
22,68,8,96,68
22,92,7,74,70
9,91,10,59,64
32,66,10,77,71
28,79,9,94,72
18,91,6,69,71
13,73,9,59,63
21,62,9,92,63
22,84,4,56,66
21,66,7,52,63
23,93,9,53,72
29,74,8,62,70
23,71,5,50,65
14,94,7,71,67
28,62,8,85,66
30,76,7,86,69
39,75,6,82,73
13,71,8,65,66
21,96,9,87,70
8,90,7,79,68
23,63,9,93,65
17,89,7,74,67
32,81,6,59,71
15,96,9,82,70
10,73,9,58,61
17,83,6,98,69
8,80,6,85,63
25,80,10,88,67
8,78,7,84,65
20,68,7,55,63
8,90,7,73,67
18,78,9,83,66
30,98,10,61,72
22,70,7,84,68
15,87,10,91,67
20,98,6,64,72
20,87,7,60,66
23,95,8,94,73
12,93,6,50,71
24,74,8,63,65
4,84,6,70,65
16,66,5,84,65
17,81,4,100,68
24,69,7,69,70
20,90,8,97,68
12,81,5,68,62
14,76,7,85,66
21,71,7,58,65
20,100,7,73,71
17,63,6,94,61
17,62,7,66,63
24,69,7,55,67
17,99,8,76,70
19,99,5,72,73
33,86,7,61,72
11,95,5,95,69
9,69,7,80,61
25,99,5,67,71
16,66,6,100,64
18,64,7,57,61
15,64,6,92,63
18,83,9,62,65
30,91,9,62,73
25,75,8,75,68
25,99,8,83,72
12,77,7,85,62
13,66,9,51,63
3,79,7,64,58
15,87,10,83,68
23,78,5,83,68
19,84,5,63,67
20,71,5,75,65
16,86,5,82,63
21,99,7,57,71
25,62,8,77,62
10,95,7,74,66
22,82,5,67,65
26,70,6,81,66
18,98,8,82,71
24,79,6,99,68
37,73,6,71,72
19,67,5,77,66
22,70,6,58,66
16,93,6,77,67
21,85,7,52,71
23,97,8,57,72
21,69,7,59,64
14,65,7,82,60
21,60,8,78,64
29,80,5,90,70
23,100,10,73,72
26,88,6,74,68
19,72,8,58,62
24,95,5,87,68
22,91,7,50,72
14,61,7,71,60
22,93,9,59,72
14,72,7,89,65
16,66,9,84,63
21,69,7,85,66
22,79,10,57,65
13,77,4,83,65
26,72,8,85,67
23,67,4,50,65
16,90,7,66,67
11,100,9,54,66
19,91,9,84,71
17,72,8,61,64
21,70,7,63,61
18,69,8,54,65
8,65,10,74,61
18,82,7,52,64
18,84,8,92,69
24,88,6,51,71
16,87,9,53,70
30,72,8,82,70
9,73,6,96,62
28,87,8,95,73
19,74,8,54,66
25,69,8,64,66
20,75,7,76,66
27,71,9,51,66
18,64,6,76,65
13,93,7,72,67
29,94,7,79,76
19,69,9,96,66
21,63,6,64,63
27,90,7,82,71
14,68,6,71,63
24,76,7,72,67
16,63,8,82,63
19,69,5,98,66
20,92,9,93,72
11,92,8,82,70
15,68,6,73,62
28,73,6,71,69
25,65,9,89,66
20,63,8,61,64
21,100,6,79,70
18,86,6,75,67
28,82,8,82,71
19,91,8,59,69
21,94,8,85,70
27,92,7,81,70
15,61,8,59,61
29,67,7,72,65
11,86,6,84,67
30,75,9,95,70
18,99,8,56,67
19,87,6,50,68
9,98,7,58,69
17,68,7,99,65
14,95,6,88,68
16,73,7,81,67
19,100,6,57,70
26,66,8,71,68
21,81,7,86,69
22,92,5,95,70
13,77,7,69,67
15,79,6,100,70
31,99,4,57,74
16,77,7,69,63
30,84,9,94,72
19,62,7,82,62
20,94,8,91,71
26,86,7,95,68
28,76,6,75,72
19,61,6,62,64
18,84,5,85,64
20,61,8,78,63
22,60,8,89,66
25,85,7,76,71
20,68,4,91,70
24,68,8,95,67
30,86,6,87,73
22,62,7,87,64
22,73,5,79,65
11,66,7,74,62
4,83,7,99,64
22,86,4,82,67
19,89,9,92,74
17,70,7,75,63
21,64,7,78,64
20,63,8,83,64
27,77,7,86,70
21,98,8,72,71
16,69,5,68,63
26,70,7,62,66
19,64,4,71,65
23,84,7,61,70
17,87,9,71,65
16,86,5,94,68
21,94,6,99,72
20,79,4,79,67
23,65,7,57,65
18,72,8,71,66
9,86,8,80,67
17,85,6,69,65
25,81,4,60,68
18,87,5,61,68
19,85,9,74,69
26,95,8,61,71
16,83,7,62,64
11,91,7,94,65
19,70,5,89,64
17,87,9,53,67
14,96,6,66,70
19,75,8,77,66
23,91,5,53,70
20,89,7,84,70
22,62,9,69,64
31,83,6,70,71
18,65,8,63,63
22,99,5,67,72
17,92,6,93,72
15,64,7,89,61
16,65,8,97,63
17,84,7,85,67
22,74,8,79,67
34,61,9,63,65
16,82,6,83,64
18,76,5,95,69
20,64,6,53,65
22,92,9,72,71
22,97,6,57,70
28,90,9,91,98
